customer_id,source_customer_id,source_dataset,customer_full_name,customer_email,mapping_method,mapping_note
C000093,1540,DataCo SMART Supply Chain,Mary Mckee,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000094,687,DataCo SMART Supply Chain,Ronald Harrison,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000095,5582,DataCo SMART Supply Chain,Gloria Larson,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000096,1780,DataCo SMART Supply Chain,Larry Sharp,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000097,11645,DataCo SMART Supply Chain,Mary Ward,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000098,7670,DataCo SMART Supply Chain,Anna Smith,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000099,2851,DataCo SMART Supply Chain,Mary Huffman,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000100,11378,DataCo SMART Supply Chain,Mary Foster,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000101,12226,DataCo SMART Supply Chain,Nicholas Smith,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000102,11344,DataCo SMART Supply Chain,Mary Sparks,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000103,9337,DataCo SMART Supply Chain,Mary Smith,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000104,11654,DataCo SMART Supply Chain,Michelle Acosta,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000105,6285,DataCo SMART Supply Chain,Mary Garcia,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000106,467,DataCo SMART Supply Chain,James Smith,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000107,9490,DataCo SMART Supply Chain,Mary Glass,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000108,7417,DataCo SMART Supply Chain,Mary Soto,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000109,4812,DataCo SMART Supply Chain,Nathan Fritz,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000110,9697,DataCo SMART Supply Chain,Stephen Williams,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000111,5828,DataCo SMART Supply Chain,Katherine Oconnell,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000112,6050,DataCo SMART Supply Chain,Rebecca Arnold,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000113,7954,DataCo SMART Supply Chain,Danielle Smith,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000114,3979,DataCo SMART Supply Chain,Mary Wagner,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000115,11656,DataCo SMART Supply Chain,Mary Wyatt,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000116,2813,DataCo SMART Supply Chain,Mary Smith,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000117,6696,DataCo SMART Supply Chain,Mary Spencer,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000118,12180,DataCo SMART Supply Chain,Mary Allen,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000119,8015,DataCo SMART Supply Chain,Mary Blackburn,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000120,3369,DataCo SMART Supply Chain,Joseph Clark,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000121,3554,DataCo SMART Supply Chain,Michael Smith,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000122,8314,DataCo SMART Supply Chain,Angela Walsh,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000123,154,DataCo SMART Supply Chain,Emily May,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000124,10549,DataCo SMART Supply Chain,Mary Atkinson,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000125,3879,DataCo SMART Supply Chain,Melissa Davis,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000126,8018,DataCo SMART Supply Chain,Ruth Shepherd,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000127,4022,DataCo SMART Supply Chain,Mary Harding,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000128,9743,DataCo SMART Supply Chain,David Smith,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000129,3199,DataCo SMART Supply Chain,Ashley Hernandez,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000130,12039,DataCo SMART Supply Chain,Mary Wilson,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000131,2074,DataCo SMART Supply Chain,Mary Gross,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000132,11426,DataCo SMART Supply Chain,Mary Smith,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000133,11983,DataCo SMART Supply Chain,Mary Bell,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000134,10175,DataCo SMART Supply Chain,Michael Gibson,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000135,6049,DataCo SMART Supply Chain,Patricia Smith,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000136,8170,DataCo SMART Supply Chain,Rachel Smith,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000137,5168,DataCo SMART Supply Chain,Mary Smith,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000138,8964,DataCo SMART Supply Chain,Mary Berger,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000139,2224,DataCo SMART Supply Chain,Ann Mercado,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000140,5001,DataCo SMART Supply Chain,Ann Waller,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000141,2595,DataCo SMART Supply Chain,Amy Smith,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000142,3550,DataCo SMART Supply Chain,Mary Garner,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000143,7892,DataCo SMART Supply Chain,Michael Hayes,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000144,7358,DataCo SMART Supply Chain,Michael Simpson,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000145,437,DataCo SMART Supply Chain,Cynthia Benjamin,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000146,2740,DataCo SMART Supply Chain,Robert Williams,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000147,10829,DataCo SMART Supply Chain,Anthony Smith,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000148,1012,DataCo SMART Supply Chain,Mark Watts,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000149,5563,DataCo SMART Supply Chain,Paul Trevino,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000150,5173,DataCo SMART Supply Chain,Mary Smith,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000151,4491,DataCo SMART Supply Chain,Mary Banks,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000152,2113,DataCo SMART Supply Chain,David Smith,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000153,5371,DataCo SMART Supply Chain,Emma Robinson,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000154,1588,DataCo SMART Supply Chain,Mary Smith,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000155,9515,DataCo SMART Supply Chain,Victoria Smith,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000156,482,DataCo SMART Supply Chain,Megan Moreno,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000157,11503,DataCo SMART Supply Chain,Juan Curry,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000158,6812,DataCo SMART Supply Chain,Sharon Smith,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000159,5493,DataCo SMART Supply Chain,Mary Cochran,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000160,5072,DataCo SMART Supply Chain,Jacob Smith,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000161,12420,DataCo SMART Supply Chain,Nathan Adams,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000162,3889,DataCo SMART Supply Chain,Mary Smith,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000163,230,DataCo SMART Supply Chain,Kimberly Smith,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000164,1025,DataCo SMART Supply Chain,Megan Todd,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000165,4539,DataCo SMART Supply Chain,Jacqueline James,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000166,8820,DataCo SMART Supply Chain,Jessica Smith,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000167,9897,DataCo SMART Supply Chain,Marilyn Smith,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000168,5867,DataCo SMART Supply Chain,Beverly Jackson,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000169,9073,DataCo SMART Supply Chain,Thomas Skinner,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000170,6303,DataCo SMART Supply Chain,Mary Smith,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000171,58,DataCo SMART Supply Chain,Michael Edwards,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000172,7139,DataCo SMART Supply Chain,Mary Smith,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000173,1599,DataCo SMART Supply Chain,Andrew Smith,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000174,9368,DataCo SMART Supply Chain,Mary Cabrera,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000175,6977,DataCo SMART Supply Chain,Mary Short,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
C000176,4627,DataCo SMART Supply Chain,Eric Lang,XXXXXXXXX,direct_dataco_customer,Direct mapping from DataCo Customer Id to Nelson DSS customer_id.
